"","scientificName","eventDate","author","provenance","url","geometry"
"5918","Caprella mutica",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(243359.347689957, 73472.8040708236)
"5919","Carcinus maenas","2014-08-14","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(92925.6313082383, 42059.1361454281)
"5920","Carcinus maenas","2006-06-23","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(129351.612482968, 86530.2953345969)
"5921","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(49478.5777183567, 107547.053335529)
"5922","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(91897.2692457135, 38447.1104771891)
"5923","Carcinus maenas","2010-08-17","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(159173.355348714, 149605.75090842)
"5924","Botryllus schlosseri",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(34424.1854671114, 47846.192145098)
"5925","Carcinus maenas","2006-08-18","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(91897.0354608452, 38447.1070536435)
"5926","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-47648.722415853, 62561.9759262897)
"5927","Botryllus schlosseri","2018-09-28","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(157621.414394884, 140779.30901683)
"5928","Carcinus maenas","2014-08-06","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(45357.1507070148, 78846.7347799836)
"5929","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(36346.7304918974, 42517.1526394258)
"5930","Carcinus maenas","2009-08-21","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(126890.809220538, 88606.9650777105)
"5931","Membranipora membranacea",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-97283.166065829, -98043.274014968)
"5932","Carcinus maenas","2011-06-02","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(14660.5138581406, 83884.4932552344)
"5933","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(41962.8880590145, 81012.3848197331)
"5934","Caprella mutica","2018-09-20","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(29747.511501498, 125880.743535224)
"5935","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(93620.5969495251, 43409.5621541703)
"5936","Botryllus schlosseri",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-38101.3284619385, -75272.4005916316)
"5937","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(95700.5680154399, 43226.5017787849)
"5938","Styela clava",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(41966.170039756, 98295.6618794884)
"5939","Carcinus maenas","2011-07-27","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(27936.49196822, 41817.4045220471)
"5940","Carcinus maenas","2010-09-20","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(158791.690595932, 148661.935801377)
"5941","Carcinus maenas","2009-09-04","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(45590.7812213581, 80040.1036602963)
"5942","Caprella mutica",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(184036.402271735, 34174.1579074558)
"5943","Carcinus maenas","2008-05","St. Francis Xavier University","OBIS","https://obis.org/dataset/51122f08-680a-48a4-9c4f-77033e5e9532",c(41831.6140539027, -53946.591789473)
"5944","Botryllus schlosseri","2018-10-02","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(-52720.1951906647, 121148.037820384)
"5945","Carcinus maenas","2014-06-26","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-24730.191305995, 99168.1398084264)
"5946","Carcinus maenas","2009-06-25","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(75957.14391348, 120816.399205694)
"5947","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(222471.733366633, 99903.7766351439)
"5948","Carcinus maenas","2008-05","St. Francis Xavier University","OBIS","https://obis.org/dataset/51122f08-680a-48a4-9c4f-77033e5e9532",c(137075.985549948, -11532.0471215365)
"5949","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-180689.566914051, -177503.714284787)
"5950","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(75804.0904299939, 121255.323243079)
"5951","Carcinus maenas","2004-07-21","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(131064.62074013, 87335.5723983267)
"5952","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(165622.228884241, 6006.81948248349)
"5953","Carcinus maenas","2010-05-05","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(62602.0394880522, 118947.199942379)
"5954","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(75804.0904299939, 121255.323243079)
"5955","Carcinus maenas","2010-06-29","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-43445.0087653846, 57257.8678088653)
"5956","Carcinus maenas","2005-09-29","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(42992.1215376913, 98335.0119857857)
"5957","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(126883.811161277, 88665.7290465874)
"5958","Botryllus schlosseri","2018-10-02","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(-27600.3534538149, 129353.947848399)
"5959","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(43722.1807028054, 101919.47376579)
"5960","Membranipora membranacea",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-96438.3344926669, -99378.2143319693)
"5961","Botryllus schlosseri","2018-09-20","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(20032.6541083415, 125250.406349967)
"5962","Carcinus maenas","2011-06-23","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-44716.0757105249, 61679.9465519391)
"5963","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-231147.67976966, -170261.509227286)
"5964","Carcinus maenas","2007-07-26","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(92781.3373515706, 40580.5748345068)
"5965","Carcinus maenas","2010-08-24","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-251.290924941743, 54668.1655068773)
"5966","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(40273.9199539861, 99886.9411272814)
"5967","Carcinus maenas","1987-06-10","Acadia University – Acadia Centre for Estuarine Research (ACER)","OBIS","https://obis.org/dataset/e01f8fc6-6ead-40b5-ab19-a7023f7e015b",c(-137550.094226651, -157997.682865467)
"5968","Carcinus maenas","2008-09-26","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(130418.107466316, 87179.3978921298)
"5969","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(93644.0838603111, 41836.473536158)
"5970","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(38672.737999359, 80098.8012600388)
"5971","Botryllus schlosseri",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-140002.194015802, -151863.09607548)
"5972","Styela clava",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(45732.4285585107, 81857.8731447972)
"5973","Carcinus maenas","2007-06-14","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(40274.2257344047, 99887.3876249441)
"5974","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(29016.0223058673, 41143.4404330159)
"5975","Carcinus maenas","2008-06-20","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(44510.5351965301, 80189.8671099539)
"5976","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(13267.1165314031, 84277.7366610017)
"5977","Codium fragile subsp. fragile",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(13267.1165314031, 84277.7366610017)
"5978","Botryllus schlosseri",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-95297.5210916901, -101676.300451139)
"5979","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(93644.0838603111, 41836.473536158)
"5980","Carcinus maenas","2009-08-26","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-50238.4214945646, 61228.8618764067)
"5981","Carcinus maenas","2008-05","St. Francis Xavier University","OBIS","https://obis.org/dataset/51122f08-680a-48a4-9c4f-77033e5e9532",c(137075.985549948, -11532.0471215365)
"5982","Carcinus maenas","2008-05-27","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(62602.0394880522, 118947.199942379)
"5983","Botrylloides violaceus",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-4764.80691873524, 95050.9753858775)
"5984","Carcinus maenas","2014-07-16","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-15952.4037492703, 52555.1778849308)
"5985","Carcinus maenas","2011-07-18","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-43792.3706845976, 60723.3780007684)
"5986","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(41339.3558634083, 81078.2245370385)
"5987","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(76140.9083722493, 120759.304617948)
"5988","Membranipora membranacea",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(166775.874006194, 34288.886497239)
"5989","Membranipora membranacea",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(241180.555839392, 73319.2751814939)
"5990","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(129201.685875444, 86723.9088030697)
"5991","Carcinus maenas","2009-07-22","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(29016.0238476966, 41143.1071186433)
"5992","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(29016.0223058673, 41143.4404330159)
"5993","Carcinus maenas","2010-08-03","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(63119.0641652251, 117813.253250127)
"5994","Carcinus maenas","2005-09-28","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(40247.3340556403, 99893.1032264945)
"5995","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(93620.5969495251, 43409.5621541703)
"5996","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(44147.8037500396, 83332.1516782828)
"5997","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(91897.2692457135, 38447.1104771891)
"5998","Botrylloides violaceus",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(43498.51883778, 81130.7007146257)
"5999","Membranipora membranacea",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-206750.51770913, -201351.845749441)
"6000","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-238107.996715834, -172917.1588771)
"6001","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-2327.33073522465, 124448.232149753)
"6002","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-244007.850875093, -160419.37010597)
"6003","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(145472.91337624, 130418.737850914)
"6004","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(14907.103720078, 84292.5572635204)
"6005","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(43250.0965942811, 94592.793636048)
"6006","Styela clava",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(43192.1323126882, 97710.6340907893)
"6007","Membranipora membranacea",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-177495.902061483, -177537.359492859)
"6008","Carcinus maenas","2011-07-28","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(159008.437508681, 148180.079313139)
"6009","Carcinus maenas","2011-06-29","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(159141.410900362, 146343.378754165)
"6010","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(43547.1111050131, 83037.8946074705)
"6011","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(47167.8820195569, 91888.6601284703)
"6012","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(159566.58867451, 149497.280265741)
"6013","Carcinus maenas","2011-08-17","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(-112872.994125277, 109173.103315942)
"6014","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-44017.5062596994, 61284.1986627658)
"6015","Carcinus maenas","2009-06-09","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(43801.8353392656, 96098.6534274036)
"6016","Botrylloides violaceus","2018-10-02","GFC","OBIS","https://obis.org/dataset/b3e37be8-62ed-49c6-b171-444e83731e57",c(-52720.1951906647, 121148.037820384)
"6017","Carcinus maenas","2005-08-11","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(28899.2679106347, 37909.6957463902)
"6018","Carcinus maenas","2011-07-21","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(126890.809220538, 88606.9650777105)
"6019","Carcinus maenas","2006-08-15","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(28899.2679106347, 37909.6957463902)
"6020","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(40761.3106032184, 99346.6988037501)
"6021","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-161807.371376823, -175794.453843031)
"6022","Carcinus maenas","2008-07-22","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(76139.4854101581, 120756.175077615)
"6023","Carcinus maenas","1964-05-14T12:00:00Z","MIDI","OBIS","https://obis.org/dataset/56e46fd2-6162-4677-af50-9410fe08f834",c(-64950.7324263205, -90397.5698541238)
"6024","Carcinus maenas","2007-07-12","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(43550.0365819694, 83040.0263804333)
"6025","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-26618.7639971744, -71057.8897718168)
"6026","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(46436.4715833372, 93707.8588563252)
"6027","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(28879.9375484771, 37876.2748774242)
"6028","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(-205221.433695079, -202893.292350877)
"6029","Carcinus maenas",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(43572.5579939955, 80504.492168741)
"6030","Ciona intestinalis",NA,"Fisheries and Oceans Canada (ISDM)","OBIS","https://obis.org/dataset/139db389-055f-477b-a743-1ca1fd01c092",c(42625.7036113409, 97119.967414232)
"6031","Carcinus maenas","2010-06-30","Gulf Fisheries Centre","OBIS","https://obis.org/dataset/5a9dda0b-bb6f-4f28-ad68-f43c1f3d330c",c(75804.3877860773, 121249.880794227)
